screen_time_hours,work_hours,sleep_hours,break_frequency,typing_speed_wpm,backspace_rate,pause_frequency,app_switch_rate,usage_type,focus_session_count,hydration_level,physical_activity,sleep_quality,stress_level,work_life_balance,anxiety_level,motivation_level,peak_activity_hour,late_night_activity,social_screen_time,work_screen_time,detox_days_per_week,screen_free_hours,weekend_screen_increase,weekend_work_decrease,cognitive_load_score,burnout_level,work_intensity,screen_efficiency,sleep_deficit,sleep_quality_ratio,sleep_debt,typing_efficiency,cognitive_strain,focus_productivity,digital_balance,work_life_ratio,wellness_score,mental_health_index,stress_burnout_risk,night_owl_score,early_bird_score,social_work_ratio
10.26,10.43,5.7,3,71.0,9.93,6.4,20.04,2,2,3,53.8,7.0,6.0,5.2,4.9,5.0,21,0.8,2.19,8.07,0,0.7,1.9,8.4,28.0,1,2.6075,0.778957528957529,2.3,0.7,0.0,6.495882891125343,22.73,6.749049429657795,0.06999999999999999,0.5993104769201303,4.827777777777778,5.1000000000000005,14.365,0.2,0.0,0.26805385556915545
9.75,9.03,6.07,3,51.8,9.84,4.53,11.08,0,3,4,37.5,9.0,6.4,6.0,7.2,6.1,10,0.6,4.02,5.73,0,1.8,-0.4,6.2,29.4,1,2.2575,0.5817258883248732,1.9299999999999997,0.9,-3.8599999999999994,4.778597785977859,18.9,12.864238410596025,0.18,0.5218145044784744,5.375,4.966666666666666,12.649999999999999,0.15,0.0,0.6895368782161234
10.79,8.62,7.68,2,56.3,14.5,6.72,6.54,1,4,3,68.5,3.6,6.1,7.8,4.8,2.0,9,1.5,2.86,7.93,1,5.1,-1.3,3.6,36.5,1,2.873333333333333,0.7281910009182737,0.3200000000000003,0.36,1.088000000000001,3.6322580645161286,27.939999999999998,29.867374005305038,0.71,0.5679147908202481,4.102777777777778,5.0,17.02,0.375,3.6,0.35616438356164387
8.77,9.65,6.4,3,40.5,14.66,11.24,19.61,2,5,1,5.0,6.5,4.1,5.4,3.7,4.6,14,1.6,2.06,6.71,1,2.7,0.1,3.8,39.7,1,2.4125,0.7564825253664037,1.5999999999999996,0.65,0.7999999999999998,2.586206896551724,37.14,9.825327510917031,0.47000000000000003,0.5509039010466222,2.638888888888889,5.433333333333333,20.62,0.4,0.0,0.302496328928047
8.76,9.64,7.37,3,37.3,7.43,1.0,27.3,2,3,1,5.0,3.7,4.3,6.0,7.2,3.0,9,1.8,3.16,5.61,0,0.2,0.1,5.8,31.3,1,2.41,0.6331828442437925,0.6299999999999999,0.37,2.0789999999999997,4.424673784104389,9.43,3.9540636042402824,0.02,0.5825946817082998,1.7055555555555557,3.9333333333333336,6.865,0.45,3.7,0.553415061295972
9.4,9.62,7.09,3,54.7,6.33,4.55,21.43,1,5,3,18.8,8.0,5.8,6.0,2.2,6.1,20,0.4,3.62,5.78,0,0.8,-1.9,5.2,27.7,1,2.405,0.608421052631579,0.9100000000000001,0.8,-0.9100000000000001,7.4624829467939975,15.43,12.193490860454748,0.08,0.5796344647519581,4.188888888888889,6.633333333333333,10.615,0.1,0.0,0.6156462585034014
10.99,7.48,7.62,4,64.0,8.78,0.0,31.49,1,5,1,9.3,6.2,6.8,6.9,5.4,2.0,9,0.5,3.28,7.71,1,5.9,-1.8,4.3,30.7,1,1.496,0.6952209197475203,0.3799999999999999,0.62,0.3039999999999998,6.543967280163599,8.78,9.849184364419823,0.79,0.46101694915254243,2.6583333333333337,4.5,7.789999999999999,0.125,6.2,0.4199743918053777
8.89,9.64,6.5,3,53.2,6.12,8.36,12.64,2,2,2,70.7,5.4,4.0,7.0,2.6,4.0,21,1.5,3.06,5.83,1,2.1,0.4,4.8,36.2,1,2.41,0.6484983314794216,1.5,0.54,2.3999999999999995,7.471910112359551,22.84,7.80058651026393,0.41,0.5906259573164506,4.430555555555556,6.133333333333333,13.42,0.375,0.0,0.5160202360876898
10.75,8.42,7.91,4,60.1,13.05,9.86,16.33,1,5,3,21.2,7.6,6.6,6.8,2.0,3.6,14,0.9,2.34,8.41,0,0.5,0.3,3.1,35.4,1,1.684,0.7751152073732719,0.08999999999999986,0.76,-0.05399999999999988,4.277580071174377,32.769999999999996,17.3398730525101,0.05,0.5350561321753866,4.122222222222223,6.133333333333333,19.685,0.225,0.0,0.27497062279670975
10.91,8.63,6.24,3,53.3,11.88,6.08,15.41,0,2,2,31.8,6.2,7.8,5.9,5.8,2.0,20,1.5,3.67,7.25,1,5.6,-0.7,3.7,29.4,1,2.1575,0.6584922797456858,1.7599999999999998,0.62,1.4079999999999995,4.138198757763974,24.04,6.496039000609384,0.76,0.5008705745792225,3.6166666666666667,4.033333333333334,15.92,0.375,0.0,0.4993197278911565
12.44,9.32,7.49,3,59.5,18.93,3.59,12.52,2,5,1,25.8,4.9,6.9,5.6,7.3,3.8,14,0.8,4.39,8.05,0,0.4,-0.9,6.3,26.4,1,2.33,0.641945773524721,0.5099999999999998,0.49000000000000005,1.0709999999999993,2.985449071751129,26.11,22.004437869822485,0.04,0.5796019900497513,2.6833333333333336,4.033333333333333,16.505,0.2,0.0,0.5386503067484661
12.71,9.12,6.87,3,39.2,6.97,7.74,30.64,2,2,3,59.8,6.1,6.5,6.1,6.8,2.1,15,0.8,2.77,9.94,1,4.0,-0.8,6.3,40.3,1,2.28,0.7759562841530054,1.13,0.61,1.0170000000000003,4.9184441656210796,22.45,2.4778761061946906,0.6,0.565289256198347,4.694444444444444,3.8000000000000003,14.475,0.2,0.0,0.2758964143426295
12.2,7.58,7.88,2,71.7,10.49,9.77,34.88,1,3,2,34.1,4.9,6.9,7.2,6.4,8.0,21,0.4,3.05,9.15,0,0.5,-1.7,3.1,43.0,1,2.526666666666667,0.7439024390243903,0.1200000000000001,0.49000000000000005,0.25200000000000017,6.240208877284595,30.03,5.994983277591974,0.05,0.48740756617725856,3.2472222222222222,6.266666666666667,18.465,0.1,0.0,0.3297297297297297
9.23,9.29,6.28,3,66.1,10.65,6.27,24.44,0,3,3,39.9,6.1,5.6,6.2,7.7,3.5,21,2.0,2.58,6.64,0,0.4,0.9,6.6,30.9,1,2.3225,0.7116827438370846,1.7199999999999998,0.61,1.5480000000000005,5.67381974248927,23.189999999999998,7.794811320754716,0.04,0.5447082966871885,4.141666666666667,4.0,14.395,0.5,0.0,0.38278931750741846
11.11,8.69,6.37,3,45.8,22.89,6.52,20.61,2,2,3,32.5,7.6,4.6,5.9,4.6,5.6,14,0.7,4.41,6.7,1,5.7,-1.1,3.7,41.1,1,2.1725,0.5976806422836753,1.63,0.76,-0.9779999999999993,1.917120133947258,35.93,4.238778343359556,0.77,0.5085340875841218,4.436111111111111,5.633333333333333,20.265,0.175,0.0,0.6485294117647059
8.41,8.08,6.13,2,43.4,5.88,4.16,22.84,2,2,2,9.7,6.6,4.2,6.4,2.1,3.6,15,0.6,1.69,6.72,1,3.6,-0.7,4.6,29.7,1,2.6933333333333334,0.7896592244418331,1.87,0.6599999999999999,0.7480000000000007,6.308139534883721,14.2,3.640939597315436,0.5599999999999999,0.4562823529411764,3.136111111111111,5.966666666666666,9.2,0.15,0.0,0.24780058651026393
9.07,9.82,7.61,2,77.7,13.1,8.28,5.0,2,5,2,39.4,3.4,5.9,6.8,2.7,6.3,14,1.9,1.91,7.17,1,2.8,1.6,4.4,30.8,1,3.2733333333333334,0.781897491821156,0.3899999999999997,0.33999999999999997,1.4039999999999988,5.510638297872341,29.659999999999997,64.75,0.48,0.6241525423728813,2.8944444444444444,6.8,17.779999999999998,0.475,0.0,0.2627235213204952
12.15,9.83,7.41,3,52.9,3.23,9.01,10.3,1,4,4,39.8,7.4,5.7,5.7,5.0,5.3,14,0.6,5.73,6.42,1,4.4,2.0,5.1,28.4,1,2.4575,0.5240816326530612,0.5899999999999999,0.74,-0.23600000000000015,12.505910165484632,21.25,18.725663716814157,0.64,0.6172038509836753,4.905555555555556,5.333333333333333,13.475,0.15,0.0,0.878834355828221
10.27,8.94,6.28,2,48.3,9.68,6.43,20.04,0,4,2,43.0,7.1,4.8,6.2,4.5,6.0,21,0.2,5.0,5.28,0,0.8,1.2,5.9,32.5,1,2.98,0.5091610414657667,1.7199999999999998,0.71,-0.17199999999999938,4.522471910112359,22.54,9.182509505703422,0.08,0.5257792589688296,4.227777777777778,5.8999999999999995,13.67,0.05,0.0,0.929368029739777
8.18,10.05,6.73,2,73.3,7.89,3.88,26.65,2,3,4,43.3,8.8,7.1,6.5,6.5,4.1,10,0.8,3.4,4.78,1,5.9,0.1,6.0,20.7,1,3.35,0.5772946859903383,1.2699999999999996,0.8800000000000001,-2.286,8.245219347581552,15.65,7.952983725135623,0.79,0.6073119145936148,5.469444444444445,4.7,11.375,0.2,0.0,0.6967213114754098
10.88,9.4,7.64,3,69.2,8.38,10.38,19.49,2,4,1,56.2,5.6,6.1,6.9,5.2,5.9,15,0.8,3.78,7.11,1,5.0,0.9,4.4,35.6,1,2.35,0.6475409836065574,0.3600000000000003,0.5599999999999999,0.5040000000000006,7.377398720682303,29.14,13.50902879453392,0.7,0.6094661767884159,3.761111111111111,5.866666666666667,17.62,0.2,0.0,0.5242718446601942
12.41,8.98,7.11,3,65.9,8.91,4.7,17.57,0,4,3,38.7,4.5,6.2,5.9,2.9,5.2,9,1.5,3.92,8.49,0,0.1,0.2,6.5,31.7,1,2.245,0.6786570743405276,0.8899999999999997,0.45,2.224999999999999,6.649848637739657,18.310000000000002,14.194938072159397,0.01,0.5527854724530624,3.5749999999999997,6.066666666666667,12.255,0.375,4.5,0.4563445867287544
10.94,7.93,7.37,2,41.8,17.29,9.56,15.47,2,5,2,59.9,5.3,5.7,7.7,5.0,4.6,9,1.5,5.14,5.8,0,0.7,0.9,5.0,40.0,1,2.643333333333333,0.5253623188405797,0.6299999999999999,0.53,1.071,2.285401858939311,36.41,12.689738919247118,0.06999999999999999,0.5073035504851263,4.097222222222222,5.766666666666667,21.055,0.375,5.3,0.8711864406779661
8.09,8.8,5.21,2,63.7,10.43,2.46,21.78,2,2,3,43.7,5.4,7.2,6.3,3.2,3.2,15,2.0,3.46,4.63,0,1.4,0.1,4.5,28.2,1,2.9333333333333336,0.5653235653235653,2.79,0.54,4.463999999999999,5.573053368328959,15.35,5.5926251097453905,0.13999999999999999,0.48721971025191474,4.013888888888889,5.433333333333334,11.275,0.5,0.0,0.7315010570824525
9.86,9.95,7.09,2,71.0,8.1,4.91,5.41,2,5,3,67.6,4.1,5.9,6.8,4.3,4.1,21,0.2,3.56,6.3,1,2.7,1.5,4.6,24.2,1,3.3166666666666664,0.6325301204819278,0.9100000000000001,0.41,2.6390000000000007,7.802197802197803,17.92,55.38221528861154,0.47000000000000003,0.6304118268215416,4.2444444444444445,5.533333333333334,11.91,0.05,0.0,0.55625
9.54,8.31,6.25,2,54.7,3.81,5.67,9.79,2,3,1,80.3,5.2,5.4,7.7,4.5,5.7,10,1.0,3.46,6.08,0,1.5,-1.9,3.1,23.7,1,2.77,0.6307053941908715,1.75,0.52,3.1499999999999995,11.372141372141371,15.15,15.208526413345695,0.15,0.5063471107951661,4.297222222222222,6.3,10.275,0.25,0.0,0.5598705501618123
11.47,9.79,7.52,3,60.4,0.0,9.97,19.31,1,2,3,48.5,5.7,5.6,6.2,8.0,4.1,10,0.4,3.63,7.84,0,1.9,-2.0,4.3,30.2,1,2.4475,0.6776145203111495,0.4800000000000004,0.5700000000000001,0.6240000000000004,60.4,19.94,5.947808961102905,0.19,0.624694246517069,4.247222222222223,4.1000000000000005,12.77,0.1,0.0,0.45717884130982367
11.89,7.93,7.98,4,42.1,13.66,7.02,30.9,1,4,2,38.4,6.1,5.9,7.3,4.8,5.2,10,0.6,3.48,8.41,1,4.4,-2.0,3.6,41.1,1,1.5859999999999999,0.7014178482068391,0.019999999999999574,0.61,0.017999999999999624,2.8717598908594817,27.7,5.278996865203762,0.64,0.5156046814044214,3.766666666666666,5.8999999999999995,16.8,0.15,0.0,0.408930669800235
10.09,9.55,7.7,3,72.2,9.99,8.03,5.0,2,5,2,5.0,5.7,5.0,5.8,5.1,5.5,15,0.6,3.14,6.95,1,4.9,0.2,6.1,31.7,1,2.3875,0.6820412168792934,0.2999999999999998,0.5700000000000001,0.38999999999999974,6.569608735213831,26.049999999999997,60.166666666666664,0.6900000000000001,0.5889003083247687,2.7055555555555557,5.3999999999999995,15.524999999999999,0.15,0.0,0.44539007092198585
10.42,8.3,7.02,2,53.2,8.45,5.38,21.8,0,5,2,53.4,8.1,5.9,7.3,2.0,5.6,14,0.3,4.02,6.4,1,5.2,-0.1,6.2,28.5,1,2.766666666666667,0.6083650190114069,0.9800000000000004,0.8099999999999999,-1.078,5.629629629629631,19.21,11.666666666666666,0.72,0.5158483530142947,4.8500000000000005,6.966666666666666,12.555,0.075,0.0,0.6184615384615384
11.25,7.22,7.78,3,76.6,8.76,6.56,24.72,1,3,3,64.8,8.1,6.2,8.5,4.6,6.3,9,1.8,4.93,6.32,1,3.8,1.0,3.2,22.7,1,1.805,0.5568281938325992,0.21999999999999975,0.8099999999999999,-0.24199999999999966,7.848360655737705,21.879999999999995,8.934681181959565,0.58,0.47688243064729197,5.5,6.733333333333333,14.039999999999997,0.45,8.1,0.7679127725856697
11.95,9.2,6.3,2,38.4,9.91,9.13,5.28,2,3,1,65.7,4.1,5.3,6.1,6.8,5.1,20,1.3,2.69,9.25,0,1.1,1.6,6.2,39.7,1,3.0666666666666664,0.7676348547717843,1.7000000000000002,0.41,4.9300000000000015,3.519706691109074,28.17,18.343949044585983,0.11000000000000001,0.5540499849442938,3.525,4.8,16.735,0.325,0.0,0.2877005347593583
11.15,8.19,7.47,3,71.8,6.63,8.37,5.0,2,2,1,62.1,7.1,5.3,7.6,3.2,4.0,14,1.6,4.56,6.6,1,5.6,0.1,4.2,27.6,1,2.0475,0.5866666666666667,0.5300000000000002,0.71,-0.05299999999999984,9.410222804718217,23.369999999999997,23.933333333333334,0.76,0.5285575992255566,4.425,6.133333333333333,14.334999999999999,0.4,0.0,0.6805970149253732
9.52,7.71,6.2,3,67.6,14.37,0.3,25.96,0,5,2,50.3,4.4,5.5,7.3,5.5,8.0,21,1.5,2.31,7.21,1,4.0,1.1,2.3,25.5,1,1.9275,0.7494802494802495,1.7999999999999998,0.44000000000000006,4.679999999999999,4.3981782693558875,14.969999999999999,12.537091988130564,0.6,0.45455438734401105,3.5305555555555554,6.6000000000000005,10.235,0.375,0.0,0.31600547195622436
11.53,7.19,6.07,2,78.1,6.18,4.86,23.32,2,3,3,28.9,5.6,5.5,6.4,6.9,3.6,10,0.4,4.52,7.01,0,1.3,1.4,2.9,19.5,1,2.396666666666667,0.6027515047291487,1.9299999999999997,0.5599999999999999,2.7020000000000004,10.877437325905293,15.9,9.634046052631579,0.13,0.4120737415225905,3.6694444444444443,4.366666666666666,10.7,0.1,0.0,0.6357243319268636
11.43,8.43,7.14,2,48.7,9.69,5.19,23.67,2,3,3,44.7,7.7,5.4,6.7,6.8,7.1,9,1.4,4.43,7.0,1,5.5,-0.2,6.1,32.6,1,2.81,0.6071118820468344,0.8600000000000003,0.77,-0.6020000000000004,4.555659494855005,20.07,5.9221726793676535,0.75,0.5231151101458269,4.808333333333333,5.666666666666667,12.735,0.35,7.7,0.6239436619718309
9.89,8.23,6.11,4,67.1,3.42,3.64,11.91,2,3,2,90.0,5.0,5.5,7.8,7.9,6.3,10,0.6,4.38,5.52,1,3.6,-1.6,3.6,19.2,1,1.6460000000000001,0.5525525525525525,1.8899999999999997,0.5,3.7799999999999994,15.180995475113122,10.7,15.592563903950424,0.5599999999999999,0.5021354484441732,4.833333333333333,5.3999999999999995,8.1,0.15,0.0,0.7793594306049823
10.61,8.48,7.63,3,39.3,9.67,8.92,17.17,0,2,2,40.4,8.5,4.5,7.2,2.4,6.6,9,1.7,3.87,6.74,0,1.6,-0.3,5.9,36.0,1,2.12,0.6293183940242765,0.3700000000000001,0.85,-0.5550000000000002,3.683223992502343,27.509999999999998,4.325811777655475,0.16,0.5402420896156297,4.622222222222223,7.133333333333333,16.005,0.425,8.5,0.5657894736842105
11.88,7.63,6.09,3,63.2,9.7,3.05,13.21,0,2,1,27.8,6.8,6.5,6.0,6.7,6.1,15,1.2,3.42,8.46,1,3.5,0.3,3.8,27.0,1,1.9075,0.7061769616026712,1.9100000000000001,0.6799999999999999,0.3820000000000004,5.906542056074767,15.799999999999999,8.895144264602392,0.55,0.43733282384409633,3.3722222222222222,5.133333333333333,11.149999999999999,0.3,0.0,0.3995327102803738
7.4,9.05,6.25,2,38.8,12.05,7.55,15.51,1,3,4,67.4,5.3,7.4,7.6,5.9,2.7,15,0.7,2.81,4.59,1,5.1,-1.9,4.8,42.9,1,3.016666666666667,0.612,1.75,0.53,2.9750000000000005,2.9731800766283523,27.15,7.050272562083586,0.71,0.5443063352044909,4.972222222222222,4.8,17.275,0.175,0.0,0.5991471215351813
10.05,9.05,6.68,3,59.9,11.94,7.93,21.04,2,3,1,33.7,6.4,4.7,6.2,5.6,2.6,9,0.7,3.85,6.2,1,6.0,-1.7,5.7,32.7,1,2.2625,0.6108374384236454,1.3200000000000003,0.64,0.7919999999999997,4.629057187017001,27.799999999999997,8.153357531760435,0.8,0.5400298359025361,3.402777777777778,4.3999999999999995,16.25,0.175,6.4,0.6111111111111112
10.25,9.62,7.72,3,56.7,6.53,8.6,25.59,2,4,3,70.6,7.2,4.7,7.4,5.4,7.0,14,0.2,4.99,5.26,0,0.5,1.5,7.3,39.1,1,2.405,0.5082125603864734,0.28000000000000025,0.72,-0.0560000000000001,7.52988047808765,23.73,8.529522376833397,0.05,0.636945486647539,5.361111111111111,6.333333333333333,14.215,0.05,0.0,0.9309701492537314
12.39,9.65,7.94,2,84.5,11.87,5.03,12.71,1,4,2,31.2,5.6,5.6,5.8,3.9,4.0,15,1.7,5.18,7.21,0,0.2,-1.5,7.5,17.1,1,3.216666666666667,0.577261809447558,0.05999999999999961,0.5599999999999999,0.08399999999999948,6.565656565656566,21.93,24.653537563822027,0.02,0.620978120978121,3.4,5.3,13.765,0.425,0.0,0.7086183310533516
11.11,8.22,7.68,4,55.6,5.08,8.19,30.46,0,4,4,86.1,8.6,6.6,8.3,4.2,4.2,14,0.6,3.99,7.12,1,4.3,1.0,2.5,32.9,1,1.6440000000000001,0.6351471900089206,0.3200000000000003,0.86,-0.5120000000000003,9.144736842105264,21.46,7.069294342021615,0.63,0.5522337924084649,6.591666666666666,6.1000000000000005,14.030000000000001,0.15,0.0,0.5526315789473685
9.79,8.09,7.04,3,43.3,19.04,8.59,5.0,0,3,3,18.7,4.5,4.2,6.8,6.9,3.2,14,0.9,3.06,6.73,0,0.6,-1.3,2.1,38.5,1,2.0225,0.6804853387259859,0.96,0.45,2.4,2.1606786427145708,36.22,21.649999999999995,0.06,0.48593452798077885,3.0194444444444444,4.366666666666666,20.21,0.225,0.0,0.4480234260614934
10.98,9.18,7.98,2,56.4,10.29,9.65,13.07,0,3,5,36.6,6.3,5.2,6.7,7.3,2.0,10,2.0,2.96,8.02,0,1.0,-0.5,4.9,32.8,1,3.06,0.723826714801444,0.019999999999999574,0.63,0.013999999999999705,4.9955713020372015,29.59,12.025586353944561,0.1,0.5957170668397145,4.783333333333334,3.8000000000000003,17.395,0.5,0.0,0.36453201970443355
10.9,9.4,7.62,2,49.1,10.63,5.63,16.56,1,3,4,38.5,5.6,5.2,6.4,8.0,8.0,20,0.7,3.11,7.8,0,0.4,1.5,4.9,31.0,1,3.1333333333333333,0.7090909090909091,0.3799999999999999,0.5599999999999999,0.532,4.221840068787618,21.89,8.388382687927109,0.04,0.5972678174309013,4.269444444444445,5.466666666666666,13.545,0.175,0.0,0.39367088607594936
8.89,9.48,6.14,2,68.2,4.6,7.22,18.35,1,4,3,79.6,4.1,5.1,7.1,4.5,4.2,21,0.9,2.43,6.46,0,0.3,0.4,3.8,28.0,1,3.16,0.7185761957730812,1.8600000000000003,0.41,5.394000000000002,12.17857142857143,19.04,14.098191214470283,0.03,0.5733870967741936,4.5777777777777775,5.599999999999999,12.07,0.225,0.0,0.37042682926829273
11.45,9.08,6.79,3,53.0,11.37,9.77,30.19,1,2,3,53.8,7.0,5.0,6.3,6.4,4.7,14,0.5,2.98,8.47,0,1.1,1.7,5.3,40.1,1,2.27,0.7333333333333335,1.21,0.7,0.0,4.284559417946645,30.909999999999997,3.3985251683231805,0.11000000000000001,0.5565999182672661,4.827777777777778,4.866666666666667,17.955,0.125,0.0,0.34772462077012833
10.14,9.79,7.22,4,51.8,8.15,5.24,38.01,1,4,3,55.1,6.0,5.0,6.6,4.4,4.8,21,1.3,4.52,5.61,1,4.9,-1.8,7.4,33.6,1,1.9579999999999997,0.5478515625,0.7800000000000002,0.6,0.7800000000000002,5.661202185792349,18.630000000000003,5.311458600358883,0.6900000000000001,0.6172113060838499,4.530555555555556,5.666666666666667,11.815000000000001,0.325,0.0,0.7915936952714535
9.38,9.0,7.81,3,62.1,11.69,12.23,20.97,1,4,3,44.5,9.0,6.7,7.4,5.3,3.8,14,1.3,1.97,7.4,1,3.6,-0.6,4.0,33.6,1,2.25,0.7805907172995781,0.1900000000000004,0.9,-0.3800000000000008,4.893617021276596,36.15,11.30632680928539,0.5599999999999999,0.5825871183514942,5.236111111111112,5.3,21.425,0.325,0.0,0.26266666666666666
11.38,8.27,7.25,3,63.0,9.82,7.42,23.03,1,5,3,30.3,4.2,4.8,6.6,4.9,8.0,9,1.4,5.6,5.79,1,3.0,0.9,3.0,31.1,1,2.0675,0.5043554006968641,0.75,0.42000000000000004,2.0999999999999996,5.8225508317929755,24.66,13.108614232209737,0.5,0.5090797168359494,3.2416666666666667,6.566666666666666,14.73,0.35,4.2,0.9507640067911715
12.36,7.28,6.64,3,53.3,11.39,8.68,10.9,2,4,1,73.1,8.3,5.6,7.6,6.0,5.4,15,1.4,4.77,7.59,1,5.9,1.5,3.6,35.1,1,1.82,0.6091492776886036,1.3600000000000003,0.8300000000000001,-1.7680000000000013,4.30185633575464,28.75,17.91596638655462,0.79,0.451006711409396,5.1305555555555555,5.666666666666667,17.175,0.35,0.0,0.6202860858257477
10.1,9.37,7.89,3,53.9,17.2,4.4,15.41,1,3,2,5.0,4.3,5.6,6.0,4.3,4.7,21,1.8,4.56,5.54,1,5.3,-0.7,4.0,35.6,1,2.3425,0.5431372549019609,0.11000000000000032,0.43,0.2970000000000009,2.9615384615384617,26.0,9.853747714808042,0.73,0.5846505823627287,2.238888888888889,5.466666666666666,15.8,0.45,0.0,0.8085106382978723
10.91,7.46,6.76,2,62.7,10.17,7.14,22.05,1,4,1,53.0,3.6,6.4,7.5,5.3,7.6,20,0.6,4.57,6.35,0,0.1,1.2,2.0,36.1,1,2.486666666666667,0.5767484105358764,1.2400000000000002,0.36,4.216,5.613249776186214,24.45,10.880694143167029,0.01,0.45608314652537185,3.005555555555555,6.6000000000000005,15.425,0.15,0.0,0.7085271317829459
10.01,8.64,7.38,2,51.0,4.07,6.25,26.1,0,2,3,38.4,5.7,5.4,7.0,5.1,8.0,21,1.4,2.13,7.88,1,4.4,-1.9,4.7,34.3,1,2.8800000000000003,0.7794263105835807,0.6200000000000001,0.5700000000000001,0.806,10.059171597633135,16.57,3.7638376383763834,0.64,0.5406758448060075,3.9666666666666663,6.633333333333333,10.985,0.35,0.0,0.2669172932330827
8.3,10.09,5.19,1,67.3,10.81,9.36,13.07,2,3,4,59.3,3.0,6.2,5.8,6.0,7.7,10,0.2,3.08,5.22,1,3.6,-1.4,5.0,31.9,1,5.045,0.6214285714285713,2.8099999999999996,0.3,11.239999999999998,5.698560541913632,29.53,14.349680170575692,0.5599999999999999,0.5661647806976527,3.9805555555555556,5.833333333333333,17.865000000000002,0.05,0.0,0.5789473684210528
10.94,8.87,6.81,3,44.9,15.22,7.62,15.33,0,3,4,10.0,6.7,4.9,5.5,4.7,4.2,20,1.9,4.87,6.07,0,1.4,1.5,3.5,42.2,1,2.2175,0.5498188405797102,1.1900000000000004,0.67,0.35699999999999993,2.768187422934649,30.46,8.248622167789344,0.13999999999999999,0.5210495398472684,3.8444444444444446,5.0,17.68,0.475,0.0,0.7893030794165317
10.72,9.05,7.51,3,50.7,11.56,4.88,32.98,2,5,4,28.8,5.8,5.8,6.4,2.8,3.7,9,1.5,3.18,7.54,0,0.5,-0.2,4.9,34.6,1,2.2625,0.6968576709796672,0.4900000000000002,0.58,0.5880000000000003,4.036624203821656,21.32,7.460270747498529,0.05,0.5652717051842598,4.066666666666667,5.766666666666667,13.56,0.375,5.8,0.4162303664921466
12.83,8.8,6.95,2,63.0,6.92,3.74,14.05,0,5,2,42.0,6.2,6.6,5.9,5.3,5.3,9,1.5,4.93,7.9,1,5.6,-0.7,6.1,23.3,1,2.9333333333333336,0.6109822119102862,1.0499999999999998,0.62,0.8399999999999996,7.954545454545455,14.4,20.930232558139533,0.76,0.5382262996941896,3.9,5.3,10.5,0.375,6.2,0.61625
12.01,8.23,6.1,4,38.5,6.2,5.62,5.84,2,2,3,32.3,8.7,6.1,5.7,8.0,4.4,20,1.3,2.45,9.55,0,0.6,0.1,4.4,29.0,1,1.6460000000000001,0.7886044591246905,1.9000000000000004,0.8699999999999999,-3.229999999999999,5.347222222222222,17.44,11.257309941520468,0.06,0.4740328309494097,4.797222222222222,4.033333333333334,11.77,0.325,0.0,0.2538860103626943
12.44,9.7,7.71,3,62.1,11.15,1.44,41.27,0,3,3,38.1,6.4,6.0,5.8,2.7,5.2,15,1.4,5.53,6.91,1,4.2,-1.4,4.6,34.5,1,2.425,0.55103668261563,0.29000000000000004,0.64,0.1739999999999999,5.111111111111111,14.030000000000001,4.407381121362668,0.62,0.6196103481315873,4.191666666666667,6.1000000000000005,10.015,0.35,0.0,0.7888730385164052
11.88,9.46,7.88,2,50.0,8.05,4.29,23.48,2,5,2,74.2,4.4,4.3,7.2,6.5,3.0,9,0.3,4.39,7.49,0,0.7,1.1,5.2,25.0,1,3.1533333333333338,0.6252086811352253,0.1200000000000001,0.44000000000000006,0.3120000000000002,5.524861878453038,16.630000000000003,10.212418300653594,0.06999999999999999,0.6356103023516237,4.194444444444445,4.566666666666666,10.465000000000002,0.075,4.4,0.5783926218708827
9.31,9.54,6.5,2,68.6,8.57,9.17,5.0,1,2,2,34.1,6.0,4.4,6.0,2.3,7.2,9,0.7,2.85,6.45,1,3.0,-1.7,6.9,30.4,1,3.1799999999999997,0.6854410201912858,1.5,0.6,1.5,7.168234064785788,26.91,22.866666666666664,0.5,0.5634412835909046,3.613888888888889,6.966666666666666,15.655000000000001,0.175,6.0,0.4351145038167939
10.35,8.01,6.05,2,44.8,6.67,10.58,28.53,2,4,3,63.0,6.2,4.8,7.1,4.5,8.0,10,1.7,4.22,6.13,1,4.9,-1.4,4.8,36.6,1,2.67,0.5866028708133971,1.9500000000000002,0.62,1.5599999999999998,5.840938722294654,27.83,6.068405011852353,0.6900000000000001,0.47396449704142013,4.816666666666666,6.866666666666667,16.314999999999998,0.425,0.0,0.6773675762439807
9.29,9.45,6.2,3,68.4,10.55,6.16,29.27,0,4,2,45.9,4.6,5.6,6.2,2.1,2.1,20,0.0,1.88,7.41,0,1.4,-0.6,6.1,31.1,1,2.3625,0.7891373801916934,1.7999999999999998,0.45999999999999996,4.32,5.922077922077922,22.87,9.038652130822598,0.13999999999999999,0.554740240680951,3.4749999999999996,5.3999999999999995,14.235,0.0,0.0,0.2503328894806924
8.79,8.78,7.4,2,79.1,11.56,6.08,21.07,0,4,3,59.4,7.2,5.8,7.9,5.2,4.0,21,1.5,3.31,5.48,1,3.7,-1.3,6.6,24.9,1,2.9266666666666663,0.6164229471316087,0.5999999999999996,0.72,-0.12000000000000004,6.297770700636942,23.72,14.33620299048482,0.5700000000000001,0.5624599615631005,5.05,5.566666666666667,14.76,0.375,0.0,0.5931899641577061
