screen_time_hours,work_hours,sleep_hours,break_frequency,typing_speed_wpm,backspace_rate,pause_frequency,app_switch_rate,usage_type,focus_session_count,hydration_level,physical_activity,cognitive_load_score,burnout_level
12.81,2.88,3.26,8,67.9,11.28,7.33,33.46,2,7,5,108.4,22.7,1
15.14,8.95,4.14,4,49.0,15.5,10.55,17.24,0,5,1,5.7,28.6,2
11.73,2.13,6.99,6,77.5,13.87,6.17,19.79,0,7,1,80.2,9.8,1
4.27,2.36,8.0,6,75.0,7.2,10.22,13.36,0,7,2,44.8,16.1,0
7.6,6.75,5.15,7,86.3,11.62,11.38,11.66,0,5,5,51.0,13.2,1
10.22,5.39,4.95,0,74.6,6.03,3.75,12.43,0,2,5,38.3,3.6,1
14.6,6.75,3.69,0,73.1,8.6,4.11,33.93,2,5,4,54.1,1.5,2
4.63,4.12,4.55,7,69.7,4.72,3.87,17.49,0,1,5,31.3,0.0,1
9.77,6.04,3.79,3,84.8,9.24,7.47,26.64,0,6,3,2.2,6.5,2
2.13,1.04,8.11,8,86.2,1.36,5.88,26.56,2,4,2,12.8,1.8,0
5.1,2.11,4.46,0,82.8,12.63,1.97,25.55,0,7,5,118.3,1.5,1
6.74,2.01,5.53,2,64.9,7.55,2.54,19.24,1,1,4,79.1,4.3,1
2.02,1.08,7.58,1,72.8,7.61,3.55,18.88,0,2,4,28.4,2.6,0
8.01,3.14,4.54,3,50.6,9.27,4.03,11.15,0,4,4,2.7,10.0,1
11.08,8.27,8.18,5,58.9,16.38,10.9,16.66,0,1,4,19.5,25.2,1
13.35,10.45,8.95,3,69.0,13.81,7.58,19.19,2,8,2,5.2,21.9,1
12.3,10.22,8.7,4,56.4,9.35,7.09,24.55,0,8,4,117.4,23.3,1
6.69,1.2,4.73,10,65.5,5.63,1.77,16.54,0,8,4,44.7,6.9,1
7.92,4.92,5.19,4,72.0,5.65,5.92,4.6,0,7,2,96.2,6.3,1
15.56,7.31,4.32,8,20.0,11.31,8.45,15.92,0,5,3,101.4,38.1,2
15.14,2.35,4.27,10,38.1,12.71,11.21,27.86,2,2,4,77.7,37.3,1
6.36,4.04,8.89,1,57.2,4.25,7.36,17.97,0,0,4,6.5,9.1,0
6.63,2.52,6.07,1,83.7,10.1,3.75,31.13,1,6,5,95.0,8.4,1
2.0,1.36,7.43,1,84.5,3.25,4.02,4.1,0,4,3,42.5,0.0,0
14.74,10.57,6.35,6,48.7,11.89,2.95,16.11,1,6,4,21.6,12.9,1
15.07,4.49,8.64,2,69.1,14.79,4.51,29.34,2,7,5,12.1,13.2,1
2.4,2.27,3.05,1,85.1,0.0,2.53,8.24,0,0,3,105.3,0.0,1
6.83,6.21,4.75,7,95.1,17.5,4.77,13.08,1,6,4,77.1,15.1,1
9.17,2.12,5.05,5,45.4,11.36,5.67,12.47,1,5,4,90.3,16.6,1
15.11,9.88,6.81,3,36.9,7.0,10.82,41.8,2,7,1,50.0,35.6,2
5.1,1.66,5.23,8,90.1,5.3,1.08,17.67,2,1,4,72.8,0.0,0
4.96,2.91,5.05,6,56.6,4.55,1.93,19.86,1,6,1,12.3,3.4,1
12.56,1.23,4.5,6,23.4,19.08,3.62,18.89,1,6,4,14.8,25.0,1
13.58,8.47,3.39,6,52.1,14.65,10.17,19.56,0,1,3,102.6,33.3,2
4.48,2.66,5.97,7,61.4,4.28,10.96,32.82,2,2,3,4.0,29.1,0
8.24,7.32,5.77,2,69.5,8.21,11.69,18.37,0,7,2,81.5,19.0,1
7.26,5.01,5.97,2,31.8,7.36,5.35,11.67,0,1,4,27.2,17.2,1
12.68,3.22,4.41,2,38.2,15.86,8.74,26.71,1,4,4,117.1,30.4,1
9.99,9.14,7.7,5,36.8,14.1,3.68,13.66,1,7,5,65.5,20.0,1
4.71,1.97,6.08,4,81.3,7.16,3.67,14.79,1,7,1,2.0,0.0,0
9.08,3.72,7.36,8,46.7,8.95,5.01,23.6,2,5,3,25.6,11.4,0
9.2,6.85,8.56,3,53.8,6.13,0.0,7.71,0,2,5,86.3,0.0,1
10.18,1.45,6.62,5,59.5,9.31,3.72,12.5,1,6,4,74.3,2.8,1
2.1,1.35,7.06,1,81.0,6.66,6.73,17.96,2,7,3,44.2,5.6,0
2.05,1.05,3.03,9,60.9,5.42,8.81,3.3,1,4,1,22.9,13.1,0
15.38,1.31,4.2,6,72.3,5.38,6.65,2.89,0,7,2,4.6,0.0,1
12.35,11.65,5.73,3,57.3,11.09,1.99,48.94,2,3,1,82.7,14.7,2
13.01,5.15,3.6,3,54.2,7.23,0.0,19.57,2,3,4,14.9,3.2,2
4.56,1.47,6.55,2,73.6,9.81,6.29,22.57,0,5,1,41.6,8.8,0
9.97,3.21,5.98,4,75.8,10.3,0.0,29.89,1,0,4,73.0,0.0,1
7.54,6.34,6.41,10,49.3,11.33,3.34,12.17,1,7,4,99.1,11.8,1
7.86,4.83,4.12,5,77.7,5.18,9.0,13.77,1,6,2,45.2,9.0,1
15.99,8.37,8.94,5,21.7,13.2,10.22,6.62,0,5,3,102.4,37.8,1
11.48,5.99,8.96,1,44.3,13.82,2.55,12.59,1,5,5,69.8,7.8,1
8.45,1.15,3.1,7,47.8,5.13,4.49,26.42,0,1,1,15.9,18.8,1
6.13,1.26,5.92,3,82.0,1.98,4.75,19.03,2,7,2,100.3,4.8,1
3.98,1.08,7.78,4,66.6,7.25,11.09,18.14,2,0,4,3.2,24.6,0
13.15,5.75,5.72,6,33.5,9.14,7.08,13.06,1,6,1,59.3,29.4,1
12.36,8.77,6.21,5,33.2,10.65,5.94,33.73,2,4,5,5.2,25.8,1
7.57,2.99,7.77,4,37.8,19.58,5.42,8.19,0,3,1,92.1,27.1,1
15.34,10.52,4.78,6,54.5,19.24,7.15,33.3,1,1,1,37.2,30.9,2
8.08,7.57,6.54,1,60.5,6.43,4.94,1.39,0,5,4,22.0,3.4,1
2.14,1.77,5.86,0,53.2,10.29,10.4,25.9,0,8,1,103.2,33.9,1
10.53,1.87,5.84,9,69.7,13.47,6.13,5.74,0,5,5,106.9,11.1,1
10.32,8.46,5.38,3,86.2,10.15,6.87,17.45,2,3,2,36.4,9.4,1
8.84,5.54,6.7,4,77.6,12.76,5.95,17.61,0,3,3,68.6,15.4,1
15.23,3.36,3.44,8,48.9,13.36,0.57,11.42,1,8,4,45.9,9.7,1
9.54,4.81,6.39,9,86.0,10.21,10.79,17.45,2,7,1,49.6,15.9,1
12.19,1.81,4.34,7,74.1,12.85,3.73,10.44,2,6,1,52.7,0.0,1
3.0,2.59,4.46,5,50.9,4.22,4.05,14.24,0,4,3,75.2,8.4,1
3.63,2.46,4.72,5,90.3,1.79,4.85,19.73,0,1,2,27.7,0.0,1
11.71,5.23,5.23,7,85.3,11.04,2.2,22.47,1,1,1,102.8,1.5,1
4.03,2.49,5.36,10,40.7,12.74,7.54,26.69,2,6,1,61.9,22.4,1
6.5,4.98,4.71,0,46.1,13.1,5.0,20.37,1,4,1,84.6,15.9,1
10.83,6.78,5.12,9,98.1,10.32,8.49,5.31,0,3,5,53.1,6.1,1
8.74,3.46,5.16,5,53.5,6.88,7.94,10.83,0,0,5,23.5,18.2,1
2.26,1.88,6.87,4,42.7,4.11,8.2,20.28,2,1,4,77.3,19.5,0
13.66,8.76,6.46,2,72.6,16.74,5.65,6.74,0,3,2,98.0,21.4,1
6.8,2.07,3.64,2,39.0,5.43,6.0,15.06,0,6,5,92.6,12.7,1
13.19,6.75,6.3,5,60.9,8.9,10.16,13.52,2,7,5,33.7,21.8,1
3.88,3.35,6.64,1,43.3,14.36,3.3,24.17,1,1,5,77.5,22.6,1
12.18,11.99,8.94,1,55.2,2.52,5.3,23.32,2,3,4,61.6,9.3,1
5.98,5.08,3.48,1,56.3,9.37,4.17,18.9,2,7,1,64.6,16.7,1
6.2,1.83,6.89,4,54.5,7.43,4.31,17.18,2,1,4,33.0,15.8,1
6.55,1.14,7.5,0,91.3,10.99,6.23,1.62,0,6,2,108.5,2.4,0
11.26,4.19,4.92,0,82.6,9.58,6.03,11.7,2,3,4,3.9,1.7,1
13.63,8.27,5.37,4,47.2,7.32,3.02,24.49,1,6,1,113.6,5.8,2
12.36,5.93,8.63,3,73.7,7.99,0.22,19.37,0,7,4,15.7,0.0,1
13.22,1.77,7.13,3,79.8,14.88,7.3,20.36,1,2,1,16.5,19.5,1
2.73,2.64,6.85,2,98.6,5.12,3.8,27.63,1,6,2,103.3,0.0,0
14.49,1.34,8.37,6,62.8,7.67,0.78,16.73,0,8,1,99.7,3.0,1
15.23,7.69,4.53,3,78.0,14.68,0.37,11.85,0,4,1,92.7,0.0,2
12.49,6.93,8.2,9,67.8,14.53,6.23,0.0,0,0,5,109.4,11.1,1
6.2,3.76,5.45,8,54.2,0.0,1.83,8.58,2,4,3,67.2,0.0,1
15.34,9.74,3.24,2,78.0,12.78,7.46,19.38,1,2,5,94.7,16.1,2
11.18,7.53,4.26,3,57.2,8.82,8.04,23.83,2,4,4,114.8,13.9,2
2.49,2.32,6.85,8,69.0,8.36,1.54,5.5,0,5,4,53.6,0.0,0
7.1,5.8,3.73,0,37.7,9.95,7.39,19.45,0,3,3,44.1,21.3,1
6.34,6.03,4.08,3,59.1,6.21,3.36,29.18,1,5,1,25.0,8.3,1
13.81,8.9,8.66,9,52.9,8.6,4.09,15.59,1,2,1,76.1,14.7,1
6.56,2.32,6.21,9,71.9,9.62,6.05,5.04,0,0,4,31.8,11.2,0
8.83,8.37,4.36,4,76.1,12.29,6.1,17.7,1,4,4,85.2,12.3,1
13.71,3.74,5.59,4,77.6,5.11,4.87,12.36,1,7,2,84.3,0.6,1
10.54,2.05,6.77,2,69.8,2.65,12.31,15.48,0,2,4,22.5,23.4,1
6.92,3.14,8.11,0,97.9,12.04,7.99,21.48,2,7,5,4.1,16.1,1
6.73,2.44,6.56,10,77.2,12.48,6.89,21.18,0,6,3,36.0,8.0,0
13.43,9.37,4.57,2,72.4,14.13,7.04,15.6,1,1,4,84.9,19.0,2
9.75,7.4,3.25,8,42.2,5.73,8.6,35.63,2,3,1,114.5,21.3,1
2.95,1.21,6.05,7,99.2,11.89,0.0,19.76,2,0,2,103.3,0.0,0
12.73,1.75,7.96,0,76.0,13.42,0.0,20.1,0,1,3,48.4,0.0,1
7.36,6.55,5.18,0,65.1,13.17,3.29,19.71,0,3,3,78.4,10.0,1
7.05,1.11,4.15,2,83.2,8.32,6.01,13.21,0,1,2,95.8,4.9,1
8.3,6.43,5.8,3,53.5,3.07,1.72,16.4,2,8,4,52.3,4.5,1
15.87,5.9,6.8,6,64.0,5.16,5.1,15.75,2,1,1,50.5,11.0,1
4.69,3.14,6.04,3,84.4,8.38,7.05,29.02,0,2,2,34.9,8.1,1
5.6,3.05,7.17,6,70.2,13.63,0.0,15.32,1,8,5,55.7,7.0,0
8.94,8.39,8.34,4,45.4,17.74,4.3,28.4,0,7,3,47.2,26.2,1
5.89,3.55,5.58,3,66.5,2.93,5.4,6.01,0,8,1,33.5,4.0,1
5.67,4.02,8.09,10,48.4,10.13,9.48,20.8,0,5,5,99.5,30.5,0
9.81,6.08,3.99,2,50.6,10.33,8.47,28.92,1,8,2,95.9,20.5,1
15.51,6.39,3.67,5,41.2,15.73,7.38,8.75,2,5,1,58.6,24.0,2
2.05,1.98,5.17,3,65.5,8.29,3.96,20.26,0,6,5,60.9,11.1,1
7.15,3.07,4.51,7,84.4,7.28,4.76,27.29,1,3,2,54.2,3.9,1
10.58,1.41,3.73,9,45.8,12.68,7.1,37.84,2,4,2,40.5,26.3,1
6.7,2.92,3.74,5,50.4,1.46,4.99,14.33,0,6,1,10.4,3.3,1
4.12,3.02,8.5,3,67.5,7.07,8.62,8.71,0,1,4,40.2,16.9,0
9.4,9.07,4.93,0,75.3,7.84,3.38,31.94,2,4,1,114.0,11.3,1
13.04,4.87,4.0,2,77.4,12.52,3.64,24.39,0,5,2,83.9,6.2,2
2.98,2.57,6.61,9,64.4,0.0,6.42,27.77,2,0,5,102.8,10.7,0
13.7,2.35,7.93,7,65.8,10.72,1.14,6.36,1,1,3,30.3,0.0,1
15.32,9.38,5.58,0,47.5,10.92,8.48,30.22,2,5,3,83.5,18.6,2
4.41,1.4,6.47,7,49.9,0.8,2.13,14.54,0,8,1,39.5,3.7,0
9.99,7.94,8.57,8,41.8,9.71,6.34,18.75,0,2,1,118.1,21.8,1
6.66,3.16,6.57,7,70.6,15.04,3.44,4.48,0,6,2,83.4,2.5,0
3.7,3.33,5.96,9,100.9,4.96,0.0,18.45,0,1,4,48.9,0.0,0
13.27,4.02,8.27,8,39.8,4.17,3.73,28.18,2,5,2,7.3,14.5,1
2.51,1.65,7.53,0,72.6,7.82,4.36,22.13,0,6,3,67.8,0.4,0
10.88,3.54,3.31,0,76.3,6.08,2.75,11.89,1,0,4,84.5,0.0,1
12.25,9.13,6.96,8,33.2,10.78,6.15,12.71,2,3,1,21.3,14.3,1
15.9,11.94,3.69,2,68.3,9.73,12.63,0.0,0,6,2,26.6,17.6,2
9.99,1.83,5.58,10,76.5,13.48,5.88,18.5,1,6,2,94.4,15.3,1
14.19,7.97,8.06,8,51.0,5.32,0.0,18.41,0,2,4,3.7,2.6,1
9.45,9.06,8.41,1,70.9,7.42,7.4,16.49,0,8,2,97.1,10.7,1
10.82,10.69,5.39,4,29.3,8.57,6.0,24.62,1,1,1,14.4,21.7,1
13.9,11.54,8.75,0,46.1,12.58,7.26,11.46,1,0,5,35.5,21.8,1
2.91,2.86,7.09,9,84.8,12.51,4.0,24.75,2,4,3,24.4,8.9,0
5.23,1.42,8.88,9,60.8,11.89,9.29,21.0,1,7,5,46.6,20.2,0
7.82,1.64,5.91,5,52.0,5.58,0.98,11.49,0,7,5,18.8,4.1,1
3.23,2.57,5.16,10,52.6,7.4,5.25,26.41,0,7,1,53.3,9.6,0
14.23,5.1,8.05,0,50.1,15.48,3.25,21.52,2,7,4,68.7,8.5,1
15.55,8.96,5.47,3,64.5,16.06,5.25,14.34,0,5,2,112.6,10.1,2
3.12,1.51,7.64,2,47.9,10.22,3.36,16.81,0,0,2,101.7,6.5,0
3.02,2.69,4.05,5,71.2,6.13,5.84,32.61,1,5,3,30.3,10.6,1
13.01,9.28,4.25,6,46.6,16.28,5.14,22.15,1,3,1,118.0,23.3,2
5.89,2.61,6.9,9,62.5,1.46,0.4,27.91,2,2,2,15.0,4.0,0
9.86,6.64,8.83,5,94.6,8.93,6.42,4.23,0,8,5,91.7,6.4,1
2.72,1.36,3.45,2,70.7,2.95,8.01,19.99,0,6,3,74.0,8.0,1
14.22,9.17,6.96,4,24.4,8.25,3.15,23.04,0,0,3,51.2,16.8,1
12.12,3.94,7.92,8,46.2,17.19,7.65,10.6,0,0,3,40.1,25.1,1
10.11,6.27,4.24,1,53.1,8.79,4.23,24.8,1,0,2,102.3,13.1,1
11.38,2.82,5.84,4,90.3,14.1,2.53,29.01,0,6,3,25.8,0.0,1
12.96,10.22,6.5,1,55.5,6.71,9.89,22.54,1,4,4,66.4,15.6,1
14.31,1.43,8.93,9,50.4,2.35,4.93,25.75,0,4,3,72.5,8.7,1
14.93,8.03,7.92,8,49.3,15.65,10.31,18.2,1,4,5,81.5,27.3,1
3.83,3.16,3.41,6,97.2,8.2,1.82,32.25,2,2,3,118.0,6.4,1
8.88,6.38,3.61,8,39.7,9.13,2.34,2.79,0,7,4,9.9,8.5,1
10.61,10.39,3.67,5,40.8,15.97,11.68,16.43,0,3,2,112.3,32.0,2
3.87,3.52,6.06,0,52.7,7.24,6.94,20.6,0,0,4,64.0,13.9,1
3.4,2.86,5.23,0,92.0,14.34,5.65,12.4,0,3,3,9.4,7.8,1
10.65,10.12,6.88,1,35.2,7.69,9.12,31.1,2,8,3,106.5,22.4,2
14.45,3.31,8.89,0,43.3,7.82,3.98,5.39,1,1,3,60.6,14.9,1
11.52,4.69,4.88,4,25.2,1.54,4.77,17.79,1,2,2,78.6,9.2,1
13.63,5.5,7.16,2,58.5,6.68,4.19,31.5,0,7,1,18.7,6.8,1
13.97,3.78,4.96,6,55.0,11.64,9.43,19.04,1,8,4,76.0,21.4,1
4.14,3.61,5.13,7,91.4,9.45,7.75,36.84,2,6,2,68.9,14.9,0
8.39,2.52,7.53,3,52.9,9.86,7.07,27.95,2,6,5,70.3,13.4,1
9.46,6.39,4.82,1,41.5,11.07,6.26,17.35,2,0,2,44.0,21.2,1
4.11,2.45,7.07,0,79.1,7.28,1.27,24.25,1,4,4,50.9,0.0,0
15.71,4.34,4.59,9,24.5,14.3,8.8,22.31,1,4,2,55.3,38.8,1
9.95,8.08,6.36,3,51.8,7.57,7.79,9.77,0,7,3,35.5,12.6,1
3.91,2.61,6.63,8,54.2,10.33,0.0,23.32,0,5,2,46.6,4.8,0
8.41,1.19,6.42,1,51.7,11.48,2.31,6.19,0,5,4,119.1,15.0,1
12.72,10.24,7.84,6,68.3,11.99,6.34,2.78,0,5,5,9.6,5.1,1
5.79,2.42,5.16,10,67.9,8.89,2.78,21.09,1,2,3,48.5,4.3,0
2.18,1.0,6.7,6,101.0,0.0,0.0,2.77,0,4,5,30.6,0.0,0
5.05,2.04,3.61,4,78.4,12.08,3.18,14.29,1,3,2,63.7,10.1,1
14.34,7.45,7.67,6,84.0,10.01,5.47,20.76,1,5,1,65.7,7.2,1
9.05,2.3,5.22,10,45.0,8.04,8.78,28.35,1,2,5,86.0,27.5,1
7.43,3.74,3.45,8,68.9,11.14,3.54,32.02,0,2,4,46.6,16.4,1
10.45,9.46,8.2,3,42.9,8.38,10.54,15.7,0,4,1,86.5,33.1,1
12.12,5.62,3.58,8,62.6,9.35,7.46,5.11,1,3,4,11.5,10.8,1
13.8,4.13,7.29,8,60.0,4.86,3.7,15.97,1,7,2,47.4,1.0,1
8.37,3.14,4.4,2,62.7,3.36,6.68,28.0,2,5,4,12.9,11.9,1
8.77,2.7,6.62,5,92.6,13.03,3.16,10.35,0,2,5,30.3,0.0,1
10.65,8.25,4.28,2,99.0,12.54,5.28,10.93,0,3,2,34.1,4.2,1
12.53,1.5,4.21,2,36.8,16.92,1.48,21.28,2,6,2,52.4,17.4,1
13.72,7.74,4.03,8,82.4,13.6,0.81,25.09,1,7,3,67.2,2.7,2
15.03,7.27,7.4,4,71.2,19.64,1.89,24.58,2,0,2,62.0,9.9,1
2.27,1.14,7.87,0,48.2,7.97,6.9,12.52,0,7,2,39.0,11.4,0
7.88,5.22,7.57,7,47.4,6.97,6.35,34.8,2,2,5,98.5,17.1,0
4.78,3.77,6.68,6,82.2,0.89,4.84,22.67,1,1,5,20.9,0.0,0
13.53,6.29,7.04,2,59.2,11.03,3.88,18.74,0,7,5,38.8,8.9,1
6.02,3.98,4.79,0,93.6,6.0,10.36,9.22,1,0,4,102.5,6.8,1
10.41,1.94,8.68,2,61.3,5.02,3.85,21.02,0,2,5,32.5,10.3,1
8.37,2.1,5.7,0,58.1,2.97,8.68,24.7,2,6,4,15.2,10.5,1
9.92,3.6,3.7,0,52.3,12.26,6.48,0.0,0,3,5,87.6,14.6,1
7.96,1.43,6.34,0,103.6,4.76,5.9,30.89,0,1,4,60.2,3.1,1
15.48,1.79,4.61,8,81.5,17.3,0.52,15.54,0,5,4,51.0,2.1,1
7.53,3.18,5.03,6,44.4,10.74,5.14,26.41,2,7,4,66.3,18.7,1
10.58,1.54,6.04,5,89.1,4.67,3.91,24.81,2,3,1,54.3,5.0,1
6.74,4.78,7.31,10,47.1,8.65,8.05,25.19,1,8,4,31.8,14.1,0
5.02,4.56,3.51,3,44.4,0.1,6.7,28.23,0,5,1,54.3,9.1,1
3.91,2.71,6.41,6,68.6,7.56,2.19,19.67,0,3,3,110.5,1.4,0
15.23,1.07,5.78,2,55.6,11.99,6.41,28.21,2,8,2,94.8,22.1,1
5.31,4.78,7.92,8,60.7,11.42,2.95,19.57,0,4,1,76.6,13.9,0
7.8,7.64,6.49,9,63.4,11.58,1.33,21.5,2,1,1,81.6,0.0,1
6.19,2.68,4.56,2,71.7,9.88,10.33,12.18,1,7,5,109.4,16.5,1
4.1,3.04,3.9,7,75.2,4.96,3.01,31.49,2,3,1,43.4,9.2,1
9.85,9.09,7.05,0,89.9,5.54,4.27,9.65,1,2,2,58.1,0.1,1
2.06,1.36,8.81,5,57.9,7.35,5.3,15.77,1,7,5,55.4,6.3,0
4.81,3.95,7.28,9,37.8,6.4,10.26,23.73,2,3,1,23.6,30.7,0
15.05,2.61,7.15,8,44.5,11.89,6.71,18.59,1,4,2,68.9,25.6,1
6.95,5.81,4.42,7,51.1,7.58,6.53,20.48,2,8,1,110.9,19.4,1
8.08,1.59,3.61,10,55.1,12.84,1.51,15.8,0,4,5,64.4,16.0,1
11.24,9.54,7.36,8,71.2,16.62,5.85,0.04,0,5,1,13.4,6.3,1
13.89,3.59,8.61,5,45.2,6.25,8.46,21.94,2,0,1,38.0,25.5,1
10.14,1.91,4.84,6,92.0,11.66,4.41,19.89,1,8,1,22.8,3.0,1
11.31,9.66,5.16,4,75.7,14.35,5.26,13.44,2,2,2,13.1,9.9,2
2.35,1.91,8.59,0,63.8,6.49,3.56,15.13,0,0,2,87.1,9.4,0
4.38,2.96,5.9,3,104.7,6.41,0.79,12.09,0,1,1,34.5,0.0,1
4.61,2.96,8.92,1,58.2,10.3,5.94,0.0,0,3,4,50.6,12.1,0
2.91,2.18,4.41,7,59.3,3.36,1.43,25.68,2,6,2,7.5,2.2,1
7.31,6.29,4.88,9,56.4,9.2,10.31,30.67,1,3,2,55.7,29.1,1
3.61,1.6,3.59,2,69.6,10.67,0.89,25.18,0,8,2,53.7,4.2,1
8.91,3.34,4.96,5,73.3,9.88,4.11,23.99,1,1,3,46.1,10.0,1
4.77,2.37,7.0,1,86.9,3.91,0.0,4.89,0,1,4,38.2,0.0,0
13.84,9.94,5.86,9,21.5,20.77,9.5,16.22,0,1,5,112.9,30.7,1
11.22,1.81,5.96,0,68.3,5.99,0.93,9.25,0,0,4,6.6,0.0,1
8.73,1.35,3.04,3,71.0,11.78,5.27,21.92,1,2,1,114.2,14.4,1
11.8,3.22,3.43,8,87.7,12.9,6.26,22.08,0,1,5,92.5,9.2,1
11.6,6.94,4.22,7,51.8,11.94,7.39,23.15,1,8,5,45.4,22.4,1
12.57,3.5,8.33,4,57.0,15.84,12.03,24.01,2,1,3,13.5,30.2,1
11.21,6.93,6.18,3,57.7,6.14,3.5,5.47,0,7,1,3.2,0.7,1
8.01,7.06,7.17,2,51.4,10.34,4.83,7.78,1,6,5,79.4,12.9,1
2.47,1.6,7.71,7,85.9,1.52,8.49,16.96,0,5,4,23.8,6.6,0
4.26,1.67,6.05,10,91.3,3.45,0.0,15.92,1,5,2,80.5,0.0,0
14.24,1.66,4.91,8,45.3,4.63,2.23,9.05,1,4,2,5.4,5.6,1
14.41,8.89,3.79,0,31.9,3.87,4.79,29.9,2,8,3,48.0,13.5,2
3.27,2.17,3.38,4,65.8,6.36,9.07,19.13,2,6,3,34.3,20.9,1
10.29,1.93,8.97,5,39.1,8.63,2.08,28.0,1,0,4,113.3,9.5,0
7.91,7.36,8.28,8,69.0,13.87,6.5,10.83,0,0,1,109.1,10.9,1
14.39,7.37,4.48,2,55.0,15.12,5.91,11.09,1,0,4,118.8,14.7,2
3.6,1.37,8.12,3,66.8,0.0,7.97,30.01,1,3,5,90.2,6.9,0
11.64,6.45,5.85,10,33.0,5.96,11.89,14.93,0,7,4,17.3,30.9,1
10.28,6.07,6.34,9,32.0,13.37,10.36,22.33,0,1,2,34.2,31.5,1
15.61,7.14,5.24,8,48.3,13.28,0.31,27.59,2,1,2,68.8,16.3,1
2.56,2.19,4.01,9,67.0,10.56,8.66,15.14,1,4,4,89.0,16.8,0
3.54,2.42,4.48,8,90.6,2.28,2.35,11.37,1,3,2,107.9,0.0,0
4.37,2.72,5.5,4,48.2,2.67,5.35,24.22,2,2,1,86.9,12.3,1
14.2,3.99,3.49,4,73.1,17.65,8.35,18.75,1,1,2,33.2,18.7,2
4.7,3.13,4.97,0,72.4,9.86,0.41,8.42,0,4,5,85.0,0.0,1
14.51,3.82,4.44,10,54.3,13.58,2.03,17.84,2,0,1,85.1,8.9,1
11.71,3.69,4.52,3,29.9,12.73,7.57,18.14,2,1,2,71.4,25.0,1
7.45,6.74,4.81,10,53.1,12.27,9.21,18.04,1,5,2,31.1,23.2,1
3.7,1.47,4.48,4,50.5,6.78,4.14,15.78,1,0,4,67.1,16.7,1
3.62,1.27,7.53,7,38.7,7.2,3.41,15.54,2,4,2,15.0,10.0,0
14.91,9.7,4.2,8,39.7,16.7,1.69,8.55,0,7,2,106.2,18.4,2
13.18,3.83,6.71,10,70.5,12.58,0.3,16.26,0,3,1,108.9,0.0,1
7.78,1.95,6.04,6,78.4,4.25,0.0,21.9,2,8,4,66.4,0.0,1
3.72,3.62,3.74,10,81.0,14.14,10.92,41.96,1,2,2,27.7,28.6,1
8.63,6.7,7.83,4,58.6,7.62,1.87,26.93,2,4,4,99.8,10.7,1
14.52,1.77,8.88,6,35.8,15.55,8.42,14.75,2,1,5,9.4,18.6,1
14.58,11.97,7.52,0,78.3,13.19,12.48,15.92,2,7,3,69.3,28.0,2
15.5,11.24,7.57,4,81.1,9.52,9.32,24.89,0,5,1,4.8,17.4,1
7.55,1.68,8.02,1,82.2,16.16,3.43,18.74,1,2,4,109.9,8.3,0
12.51,1.8,3.54,10,39.7,12.12,1.16,30.09,1,8,3,2.3,17.3,1
6.91,2.28,6.51,9,45.5,7.15,3.59,23.63,1,0,1,34.7,1.7,0
3.89,1.08,3.92,8,89.6,3.62,7.74,34.24,2,8,5,39.6,9.6,0
2.28,1.72,5.79,8,84.3,12.56,5.79,22.64,1,7,3,38.9,13.1,0
9.64,2.55,5.08,4,75.0,5.21,9.14,4.05,0,7,1,96.1,3.5,1
12.47,4.1,3.12,0,66.2,13.37,4.89,6.39,0,7,1,52.2,5.0,1
13.58,2.72,5.06,3,62.2,9.5,0.93,18.22,0,5,1,5.3,3.1,1
8.54,2.32,3.85,2,62.2,12.86,2.42,22.74,1,4,5,33.6,8.0,1
8.07,4.3,7.23,5,42.8,16.26,9.07,7.22,0,4,3,61.2,29.1,1
2.84,2.79,5.79,7,86.4,5.12,6.62,24.08,1,2,3,80.1,10.0,0
11.43,5.04,7.1,1,61.3,9.15,3.91,11.67,1,6,4,3.7,9.2,1
15.05,10.64,4.92,4,36.0,10.06,5.95,21.8,0,6,4,55.1,28.2,2
2.86,1.91,7.88,2,71.9,8.79,0.0,16.83,0,0,4,92.0,0.0,0
11.0,5.58,8.19,8,87.7,14.37,6.06,6.31,0,3,1,102.9,12.7,0
13.74,11.79,6.87,6,50.9,14.49,7.56,5.85,1,6,4,106.6,24.5,1
12.62,2.07,3.24,2,62.3,10.59,7.96,0.0,0,2,4,35.7,10.0,1
13.6,6.21,7.98,2,81.7,4.05,2.0,12.69,0,6,1,23.2,0.0,1
8.85,7.26,6.41,3,37.0,5.06,6.79,38.5,2,0,5,93.3,19.1,1
2.18,1.26,3.39,2,77.1,9.01,3.92,10.6,0,8,2,21.8,1.4,1
4.04,1.56,4.23,0,94.3,17.51,5.53,21.47,1,3,2,4.4,9.6,1
15.42,5.07,8.05,0,39.4,10.83,4.42,16.42,1,2,1,4.5,16.0,1
4.67,4.6,7.85,7,41.5,2.81,3.71,15.95,2,1,3,6.7,10.6,0
10.15,5.06,3.13,2,83.6,11.7,5.11,18.62,2,2,4,48.6,11.8,1
3.34,2.83,5.73,4,87.8,9.52,5.45,12.73,0,8,3,110.4,0.5,1
12.86,9.9,6.42,6,34.0,7.73,2.7,33.07,2,0,2,94.7,15.7,1
2.57,1.96,7.84,8,61.3,11.76,6.59,31.38,1,5,3,23.7,22.0,0
11.41,2.04,5.28,2,29.6,10.29,0.0,15.16,1,8,2,20.5,5.3,1
